...1,Unnamed: 0,restaurantname,restauranttype,numofratings,avgCost,online_order,tablebooking,cuisinestype,area,localaddress,rate
3513,3513,Lashiwalla,Beverage Shop,0.001003009,0.012096774,1,0,"Beverages, Juices",Marathahalli,Marathahalli,Okay
3520,3520,Lassi Corner,Beverage Shop,0.002607823,0.022177419,1,0,"Beverages, Desserts",MG Road,Vijay Nagar,Okay
3521,3521,Lassi Cream,Beverage Shop,0.002607823,0.032258065,0,0,"Beverages, Ice Cream",Frazer Town,Frazer Town,Okay
3523,3523,Lassi Ghar,Beverage Shop,0.002607823,0.022177419,1,0,"Beverages, Ice Cream, Juices, Sandwich",Bannerghatta Road,Bannerghatta Road,Okay
3524,3524,Lassi House,Beverage Shop,0.002607823,0.022177419,0,0,"Beverages, Desserts",Brigade Road,Commercial Street,Okay
3527,3527,Lassi Point,Beverage Shop,0.002607823,0.022177419,0,0,"Beverages, Desserts",Malleshwaram,Malleshwaram,Okay
3535,3535,Late Night,Delivery,0.002808425,0.092741935,0,0,"North Indian, Chinese",Indiranagar,Domlur,Okay
3543,3543,Lazeez,Casual Dining,0.021196924,0.112903226,1,0,"North Indian, Mughlai, Biryani",HSR,Koramangala 1st Block,Okay
3547,3547,Lazer Castle,Quick Bites,0.001805416,0.052419355,0,0,Fast Food,Indiranagar,Indiranagar,Okay
3550,3550,Laziz Pizza,Quick Bites,0.002607823,0.072580645,1,0,"Fast Food, Burger, Pizza",HSR,HSR,Okay
3552,3552,Lazzet Lee,Quick Bites,0.002607823,0.072580645,0,0,"Mughlai, Cafe",Brigade Road,Lavelle Road,Okay
3553,3553,Le Arabia,Casual Dining,0.002607823,0.112903226,1,0,"North Indian, Mughlai",Bannerghatta Road,JP Nagar,Okay
3572,3572,Lemlei Cafe,Cafe,0.002607823,0.072580645,0,0,"Cafe, Continental, North Eastern, Chinese, Fast Food",Kalyan Nagar,Kammanahalli,Okay
3576,3576,Lenny's Burgers,"Takeaway, Delivery",0.002607823,0.092741935,1,0,"Burger, Fast Food",Brookefield,"Varthur Main Road, Whitefield",Okay
3581,3581,Let's Bounce,Quick Bites,0.002607823,0.022177419,1,0,Fast Food,Bannerghatta Road,JP Nagar,Okay
3584,3584,Levitate Brewery and Kitchen,"Microbrewery, Casual Dining",0.002607823,0.294354839,0,1,"Finger Food, North Indian, Continental",Bannerghatta Road,JP Nagar,Okay
3592,3592,Lila Kitchen,Delivery,0.000468071,0.092741935,1,0,North Indian,Brookefield,Whitefield,Okay
3623,3623,Loca Moca,Cafe,0.00294216,0.112903226,0,0,"Cafe, Continental",Frazer Town,Frazer Town,Okay
3625,3625,LocalHost,Quick Bites,0.002607823,0.012096774,0,0,"Fast Food, Street Food, Beverages",Brigade Road,Whitefield,Okay
3629,3629,Lord of Combos,Delivery,0.001738549,0.092741935,1,0,North Indian,HSR,HSR,Okay
3640,3640,LSD Cafe,Delivery,0.005549983,0.133064516,0,0,"Chinese, Continental, Italian, North Indian",Banashankari,Banashankari,Okay
3641,3641,Lucknow Central,Quick Bites,0.001337345,0.0625,1,0,North Indian,Bellandur,Marathahalli,Okay
3665,3665,M.M.A Kababs Rolls & Biryani Center,Quick Bites,0.004346372,0.072580645,1,0,"Arabian, Mughlai, Chinese, Kebab, Fast Food",MG Road,Old Madras Road,Okay
3672,3672,Maa Biryani Hyderabadi,Delivery,0.003878302,0.08266129,1,0,Biryani,Electronic City,Electronic City,Okay
3673,3673,Maa Di Hatti,Quick Bites,0.009093949,0.092741935,1,0,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,Okay
3676,3676,Maa Reddy's Hyderabadi Biryani House,Quick Bites,0.003276496,0.092741935,1,0,"Biryani, Andhra, North Indian",Electronic City,Electronic City,Okay
3684,3684,Mac Fast Food,Quick Bites,0.003276496,0.072580645,0,0,"Fast Food, Chinese",Old Airport Road,Old Airport Road,Okay
3689,3689,Mad Over Biryani,Quick Bites,0.001069876,0.112903226,1,0,"Biryani, North Indian",Brigade Road,Church Street,Okay
3697,3697,Madhuban Restaurant,Casual Dining,0.002607823,0.092741935,0,0,"Bengali, Continental, Fast Food, North Indian, Seafood",Marathahalli,Marathahalli,Okay
3699,3699,Madhu's Tandoori Kitchen,Quick Bites,0.001069876,0.0625,0,0,"North Indian, Chinese, Biryani",Marathahalli,Marathahalli,Okay
3701,3701,Madurai Cafe,Quick Bites,0.002607823,0.032258065,0,0,"South Indian, Chinese, North Indian",Koramangala 7th Block,Wilson Garden,Okay
3702,3702,Madurai Canteen,Quick Bites,0.002474089,0.032258065,1,0,"Chettinad, South Indian",Kalyan Nagar,Nagawara,Okay
3705,3705,Madurai Idly Shop,Quick Bites,0.012838516,0.032258065,0,0,South Indian,Sarjapur Road,Sarjapur Road,Okay
3707,3707,Madurai Veg Kitchen,"Takeaway, Delivery",0.002607823,0.032258065,1,0,"North Indian, Chinese, South Indian",Bellandur,Bellandur,Okay
3708,3708,Maestros Cafe,Takeaway,0.002607823,0.032258065,0,0,"Biryani, Fast Food, Cafe, Coffee, Rolls, Wraps",Kalyan Nagar,HBR Layout,Okay
3709,3709,Maggi N Maggi House,"Takeaway, Delivery",0.002607823,0.052419355,0,0,Fast Food,HSR,HSR,Okay
3714,3714,Magic scoops N Smiles,Dessert Parlor,0.002607823,0.032258065,0,0,Desserts,Brookefield,Whitefield,Okay
3722,3722,Mahek of Punjab,Quick Bites,0.004948178,0.072580645,1,0,North Indian,Brookefield,Marathahalli,Okay
3724,3724,Mahesh Friends Food Center,Quick Bites,0.008358409,0.052419355,1,0,"Chinese, North Indian",Bannerghatta Road,BTM,Okay
3736,3736,Malabar,Casual Dining,0.010565028,0.072580645,1,0,South Indian,Indiranagar,Jeevan Bhima Nagar,Okay
3740,3740,Malabar Day,Quick Bites,0.002607823,0.052419355,0,0,"Kerala, Fast Food, Beverages",Kalyan Nagar,Kammanahalli,Okay
3742,3742,Malabar Kitchen,Quick Bites,0.002607823,0.052419355,1,0,"North Indian, Chinese, Fast Food",Koramangala 6th Block,BTM,Okay
3747,3747,Malabar Tasty Restaurant,Casual Dining,0.000468071,0.08266129,0,0,"Kerala, North Indian, Chinese, South Indian",Marathahalli,Marathahalli,Okay
3765,3765,Mamaji's,Casual Dining,0.002607823,0.112903226,1,0,North Indian,Kalyan Nagar,HBR Layout,Okay
3766,3766,Mamatha Restaurant,Casual Dining,0.004881311,0.133064516,1,0,"Biryani, Hyderabadi, North Indian",HSR,Bommanahalli,Okay
3768,3768,Mamma Mexicana,Casual Dining,0.027081244,0.193548387,1,1,Mexican,Brigade Road,MG Road,Okay
3784,3784,Mangala Hotel,Quick Bites,0.002607823,0.012096774,0,0,South Indian,Bellandur,Sarjapur Road,Okay
3801,3801,Marahaba,Quick Bites,0.000401204,0.072580645,1,0,"Arabian, Mediterranean","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,Okay
3821,3821,Marwa Family Restaurant,Quick Bites,0.000468071,0.092741935,0,0,"North Indian, Chinese",Electronic City,Electronic City,Okay
3830,3830,Masala Kitchen,Casual Dining,0.000200602,0.133064516,0,0,North Indian,Lavelle Road,Brigade Road,Okay
3837,3837,Mast Kalandar,Casual Dining,0.022467402,0.08266129,0,0,North Indian,Bellandur,Bellandur,Okay
3838,3838,Mast Punjabi,Quick Bites,0.015379472,0.072580645,1,0,"North Indian, Chinese, Rolls, Biryani, Kebab",Banashankari,Kumaraswamy Layout,Okay
3839,3839,Mast Punjabi Spice,"Takeaway, Delivery",0.00220662,0.072580645,1,0,North Indian,Electronic City,Electronic City,Okay
3854,3854,Mawa and Co,Bakery,0.002607823,0.052419355,0,0,"Bakery, Fast Food",Jayanagar,Jayanagar,Okay
3859,3859,Mayur Veg Restaurant,Quick Bites,0.002607823,0.04233871,0,0,"South Indian, Chinese, North Indian, Juices",Rajajinagar,Vijay Nagar,Okay
3862,3862,Mayura Grand Pure Veg Restaurant,Casual Dining,0.002607823,0.112903226,0,0,"North Indian, South Indian, Chinese",Koramangala 4th Block,Koramangala 6th Block,Okay
3865,3865,Mayuri,Casual Dining,0.005215647,0.133064516,0,0,"Andhra, North Indian, Chinese",New BEL Road,New BEL Road,Okay
3871,3871,McDonald's,Quick Bites,0.006084921,0.092741935,1,0,"Burger, Fast Food",Frazer Town,Commercial Street,Okay
3876,3876,Me N U,Quick Bites,0.002607823,0.092741935,0,0,"Finger Food, Wraps, Cafe, Continental, Healthy Food",Bannerghatta Road,Bannerghatta Road,Okay
3884,3884,Meat And Eat,Quick Bites,0.002540956,0.092741935,1,0,"Fast Food, Burger",Bellandur,Sarjapur Road,Okay
3890,3890,Meenu Oota Da Maane,Casual Dining,0.001404213,0.133064516,1,0,"Seafood, Mangalorean, Chinese",Indiranagar,Brigade Road,Okay
3894,3894,Meghana Biryani,Casual Dining,0.015646941,0.153225806,1,0,North Indian,Bellandur,Bellandur,Okay
3898,3898,Mehfil Family Restaurant,Quick Bites,0.005349381,0.143145161,1,0,North Indian,Malleshwaram,Malleshwaram,Okay
3904,3904,Melting Melodies,Bakery,0.002607823,0.052419355,0,0,Bakery,Banashankari,Banashankari,Okay
3909,3909,Meridian South - A Pure Vegetarian Restaurant,Casual Dining,0.002607823,0.112903226,0,0,"North Indian, South Indian, Chinese",Electronic City,Electronic City,Okay
3923,3923,Midnight Eats,Delivery,0.007556001,0.092741935,1,0,"North Indian, Chinese",Brigade Road,Frazer Town,Okay
3924,3924,Midnight Express,"Takeaway, Delivery",0.001671682,0.122983871,0,0,"North Indian, Chinese, Continental","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Okay
3925,3925,Midnight Food Point,Delivery,0.002407222,0.092741935,1,0,"North Indian, Chinese, Mughlai, Biryani",Kalyan Nagar,Kalyan Nagar,Okay
3927,3927,Midnight Hunger Solutions 24/7,Delivery,0.016783684,0.092741935,1,0,"North Indian, Mughlai, Chinese",Brigade Road,Indiranagar,Okay
3939,3939,Milkyway Ice Creams & Fast Food,Quick Bites,0.002607823,0.032258065,1,0,"Fast Food, Ice Cream, Beverages",Brookefield,"ITPL Main Road, Whitefield",Okay
3945,3945,Mini Adiga's,Quick Bites,0.001738549,0.04233871,0,0,"South Indian, North Indian, Chinese, Street Food, Juices","Byresandra,Tavarekere,Madiwala",BTM,Okay
3949,3949,Mini Wok,Quick Bites,0.002607823,0.032258065,0,0,"Chinese, Fast Food",Indiranagar,Indiranagar,Okay
3953,3953,Mint Masala,Casual Dining,0.016783684,0.193548387,0,0,"North Indian, Chinese",Church Street,Infantry Road,Okay
3954,3954,Mint Spice CafÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â© & Restaurant,Casual Dining,0.00073554,0.092741935,1,0,"North Indian, Chinese",Bellandur,Bellandur,Okay
3955,3955,Mint Spice CafÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â© & Restaurant,Casual Dining,0.00073554,0.092741935,1,0,"North Indian, Chinese",Sarjapur Road,Bellandur,Okay
3956,3956,Minuit 12,"Takeaway, Delivery",0.002607823,0.0625,1,0,"North Indian, Chinese, Fast Food",Marathahalli,Marathahalli,Okay
3961,3961,Mirchi Bites- Spice Heaven,Casual Dining,0.00073554,0.122983871,1,0,"Hyderabadi, Biryani",Brookefield,Marathahalli,Okay
3963,3963,Misal Darbar,Quick Bites,0.001337345,0.032258065,1,0,Maharashtrian,Indiranagar,Indiranagar,Okay
3971,3971,Mithai Time,"Sweet Shop, Quick Bites",0.0036777,0.032258065,1,0,"Mithai, North Indian, Street Food",Brookefield,Whitefield,Okay
3972,3972,Mitraa Da Pizza,Delivery,0.002607823,0.04233871,1,0,"Fast Food, Pizza",Kalyan Nagar,Kammanahalli,Okay
3975,3975,MK Biryani,Quick Bites,0.002607823,0.04233871,0,0,Biryani,Kalyan Nagar,Kammanahalli,Okay
3976,3976,MK Dabbawala,Delivery,0.001872284,0.072580645,0,0,North Indian,Indiranagar,Indiranagar,Okay
3979,3979,Modern Restaurant,Casual Dining,0.001069876,0.08266129,1,0,"North Indian, Chinese",Bannerghatta Road,BTM,Okay
3981,3981,Moghul's Restaurant,Casual Dining,0.003209629,0.133064516,1,0,"Mughlai, North Indian, Chinese",Kalyan Nagar,HBR Layout,Okay
3988,3988,Momo Bites,Food Court,0.001337345,0.0625,1,0,Tibetan,Marathahalli,Marathahalli,Okay
3989,3989,Momo Blues,Quick Bites,0.002607823,0.032258065,1,0,"Chinese, Momos, Nepalese, Tibetan","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Okay
3995,3995,Momo King,Quick Bites,0.002607823,0.032258065,1,0,"Momos, Fast Food",Bannerghatta Road,Bannerghatta Road,Okay
3999,3999,Momo Time,Quick Bites,0.002607823,0.112903226,1,0,"Momos, American",Bannerghatta Road,Bannerghatta Road,Okay
4000,4000,Momos & Me,"Takeaway, Delivery",0.002607823,0.032258065,1,0,Chinese,Brookefield,Brookefield,Okay
4003,4003,Moms Flavor,Delivery,0.002607823,0.072580645,0,0,"North Indian, Chinese",Bannerghatta Road,JP Nagar,Okay
4006,4006,Momscurry,Delivery,0.001203611,0.052419355,1,0,North Indian,Indiranagar,East Bangalore,Okay
4011,4011,Monsoon,Food Court,0.000668673,0.193548387,0,0,Continental,Bellandur,Bellandur,Okay
4023,4023,Moriz Restaurant,Casual Dining,0.004881311,0.153225806,1,0,"Arabian, North Indian, Seafood, Chinese, Biryani",Bellandur,Bellandur,Okay
4055,4055,MRA,"Takeaway, Delivery",0.002607823,0.032258065,1,0,Bakery,Electronic City,Electronic City,Okay
4073,4073,Multi Cakes,Bakery,0.000534938,0.032258065,0,0,"Bakery, Desserts",Bannerghatta Road,Bannerghatta Road,Okay
4074,4074,Multi Ruchish,Quick Bites,0.002607823,0.04233871,1,0,"North Indian, South Indian, Chinese",Kalyan Nagar,New BEL Road,Okay
4075,4075,Multi Snacky Hub,Quick Bites,0.002607823,0.032258065,0,0,Fast Food,Banashankari,Basavanagudi,Okay
4083,4083,Mumbai Xpress,Quick Bites,0.006084921,0.0625,1,0,"Fast Food, Street Food",Sarjapur Road,Bellandur,Okay
4086,4086,Munch Box,Quick Bites,0.002607823,0.072580645,0,0,"North Indian, Fast Food, South Indian",New BEL Road,New BEL Road,Okay
4088,4088,Murali Military hotel,Quick Bites,0.002607823,0.052419355,0,0,"Biryani, South Indian","Byresandra,Tavarekere,Madiwala",BTM,Okay
4092,4092,Muscat Restaurant,Quick Bites,0.003075894,0.072580645,1,0,"North Indian, Chinese",Bellandur,Marathahalli,Okay
4098,4098,My China,Casual Dining,0.000869274,0.112903226,0,0,"Chinese, Asian, Malaysian",Kalyan Nagar,Kalyan Nagar,Okay
4103,4103,My Tea House,Casual Dining,0.002607823,0.092741935,1,1,"Continental, Asian, North Indian, Tea",Banashankari,Banashankari,Okay
4121,4121,Nadeem's Kitchen,"Takeaway, Delivery",0.000401204,0.092741935,1,0,"Biryani, Kebab",Kalyan Nagar,Hennur,Okay
4123,4123,Nagappa Naidu Hotel,Quick Bites,0.002607823,0.032258065,0,0,South Indian,HSR,Bommanahalli,Okay
4127,4127,Naga's,Food Court,0.001003009,0.092741935,0,0,"Hyderabadi, Andhra, North Indian",Bannerghatta Road,Bannerghatta Road,Okay
4128,4128,Nagashree's,Casual Dining,0.003009027,0.102822581,0,0,"South Indian, North Indian, Fast Food",Brigade Road,Shanti Nagar,Okay
4129,4129,Nagli Veg & Non Veg,Quick Bites,0.002607823,0.022177419,0,0,North Indian,Indiranagar,Old Airport Road,Okay
4131,4131,Naidu Military Hotel,Casual Dining,0.001671682,0.112903226,0,0,"South Indian, Chinese, Biryani",Basavanagudi,Shanti Nagar,Okay
4134,4134,Nakkala's Food Hunt,Casual Dining,0.008960214,0.112903226,1,0,"North Indian, Chinese",Marathahalli,Marathahalli,Okay
4136,4136,Nalaas Aapakadai,Food Court,0.002139753,0.072580645,0,0,"South Indian, Chettinad",Whitefield,Whitefield,Okay
4142,4142,Namana Garden,Quick Bites,0.004948178,0.072580645,0,0,"North Indian, South Indian, Chinese, Street Food",Bannerghatta Road,BTM,Okay
4144,4144,Namaste,Quick Bites,0.002607823,0.006048387,0,0,South Indian,"Byresandra,Tavarekere,Madiwala",BTM,Okay
4148,4148,Namma Atithi,Quick Bites,0.002607823,0.032258065,0,0,"North Indian, South Indian, Chinese, Biryani",Electronic City,Electronic City,Okay
4156,4156,Namma Madurai,Quick Bites,0.011835507,0.032258065,1,0,South Indian,Marathahalli,Kaggadasapura,Okay
4166,4166,Nanda's,Casual Dining,0.024072217,0.08266129,1,0,"North Indian, Chinese, Andhra",Bellandur,HSR,Okay
4170,4170,Nandhanu's Rasoi,Quick Bites,0.011634905,0.072580645,1,0,"Chinese, North Indian",Banashankari,Kumaraswamy Layout,Okay
4173,4173,Nandhini Deluxe,Casual Dining,0.01885657,0.112903226,0,0,North Indian,Banashankari,Banashankari,Okay
4175,4175,Nandi Bidadi Thatte Idli,Quick Bites,0.002139753,0.012096774,0,0,South Indian,Bannerghatta Road,JP Nagar,Okay
4180,4180,Nandini Deluxe,Casual Dining,0.003610832,0.112903226,0,0,"North Indian, Chinese",Brookefield,Brookefield,Okay
4181,4181,Nandini Dosa Camp,Quick Bites,0.002607823,0.012096774,0,0,South Indian,Electronic City,Electronic City,Okay
4202,4202,Navami Kitchen,Casual Dining,0.002607823,0.092741935,1,0,"Andhra, North Indian, Chinese, Seafood",Kalyan Nagar,Banaswadi,Okay
4207,4207,Navi's Kitchen,Quick Bites,0.002607823,0.04233871,1,0,"North Indian, Chinese",HSR,Bommanahalli,Okay
4211,4211,Navya's,Casual Dining,0.003075894,0.153225806,1,0,"Hyderabadi, Biryani, North Indian","Byresandra,Tavarekere,Madiwala",Bommanahalli,Okay
4212,4212,Nawab Di Biryani,"Takeaway, Delivery",0.002607823,0.072580645,0,0,"Biryani, Mughlai",Whitefield,Whitefield,Okay
4215,4215,Nawabi Kitchen,Casual Dining,0.002607823,0.112903226,0,0,"North Indian, Chinese",Brookefield,Brookefield,Okay
4225,4225,Neethus Kitchen & Restaurant,Quick Bites,0.000668673,0.072580645,0,0,"North Indian, Chinese, South Indian",Rajajinagar,Majestic,Okay
4231,4231,Nellore Mess & Tiffens,Mess,0.001069876,0.032258065,0,0,"South Indian, Andhra",Whitefield,Whitefield,Okay
4233,4233,Nesara Mullti - Cuisine Family Dining & Garden...,Casual Dining,0.004012036,0.153225806,1,0,"North Indian, Chinese, South Indian, Beverages",Malleshwaram,Malleshwaram,Okay
4239,4239,New Ambur Biryani,Quick Bites,0.002607823,0.052419355,0,0,"Biryani, Kebab",Brookefield,Brookefield,Okay
4241,4241,New Ambur Hot Dum Biryani,Quick Bites,0.000468071,0.052419355,0,0,Biryani,Brookefield,Brookefield,Okay
4253,4253,New Curries & Spice Restaurant,Quick Bites,0.000401204,0.032258065,1,0,South Indian,New BEL Road,New BEL Road,Okay
4254,4254,New Delhi Dharbaar,Quick Bites,0.002607823,0.052419355,0,0,North Indian,New BEL Road,New BEL Road,Okay
4269,4269,New Indraprasta,Quick Bites,0.002607823,0.022177419,0,0,"South Indian, Beverages",Banashankari,Banashankari,Okay
4270,4270,New Juice It Up,Quick Bites,0.002607823,0.032258065,0,0,"Juices, Fast Food",Marathahalli,Marathahalli,Okay
4271,4271,New Kabab Plaza,Casual Dining,0.002607823,0.052419355,0,0,"Biryani, North Indian",Bannerghatta Road,BTM,Okay
4272,4272,New Kabab Zone,Casual Dining,0.003343363,0.092741935,1,0,"North Indian, Chinese",JP Nagar,JP Nagar,Okay
4277,4277,New Khaayaal's Restaurant,Quick Bites,0.007021063,0.092741935,0,0,"North Indian, Chinese, Rolls",Old Airport Road,CV Raman Nagar,Okay
4294,4294,New Pepper Pot,Quick Bites,0.002607823,0.072580645,1,0,"North Indian, Chinese",Marathahalli,Marathahalli,Okay
4295,4295,New Prashanth Hotel,Casual Dining,0.00220662,0.143145161,0,0,"South Indian, Biryani, Chinese, North Indian",Banashankari,Basavanagudi,Okay
4303,4303,New Punjabi Tasty Khana,Quick Bites,0.011701772,0.072580645,1,0,"North Indian, Biryani, Chinese",Whitefield,Whitefield,Okay
4304,4304,New Punjabi Veg Restaurant,Quick Bites,0.007422267,0.072580645,1,0,"North Indian, Chinese",Kalyan Nagar,Nagawara,Okay
4310,4310,New Royal Treat,Quick Bites,0.006753594,0.0625,1,0,"North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,Okay
4316,4316,New Shanthi Sagar,Casual Dining,0.002540956,0.102822581,0,0,"South Indian, North Indian, Chinese, Beverages",Malleshwaram,Sadashiv Nagar,Okay
4317,4317,New Shetty Lunch Bhavan,Quick Bites,0.002607823,0.052419355,0,0,"South Indian, Mangalorean","Byresandra,Tavarekere,Madiwala",BTM,Okay
4321,4321,NEW SUNRISE RESTAURANTS,Casual Dining,0.002540956,0.092741935,0,0,"North Indian, Chinese, Biryani",Jayanagar,JP Nagar,Okay
4324,4324,New Taj Biryani Centre,Quick Bites,0.002607823,0.052419355,0,0,Biryani,Kalyan Nagar,Kalyan Nagar,Okay
4328,4328,New Tandoori Point,Casual Dining,0.0036777,0.112903226,1,0,"North Indian, Chinese",Brookefield,Marathahalli,Okay
4332,4332,New Udupi Dharshini,Quick Bites,0.002607823,0.022177419,0,0,"South Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,Okay
4338,4338,New Udupi Park,Casual Dining,0.000668673,0.072580645,0,0,"South Indian, North Indian, Chinese",Kalyan Nagar,Banaswadi,Okay
4340,4340,New Udupi Shubh Sagar,Quick Bites,0.002607823,0.072580645,1,0,"South Indian, North Indian, Chinese",Brookefield,Whitefield,Okay
4341,4341,New Udupi Upahar,Quick Bites,0.002607823,0.052419355,0,0,"South Indian, North Indian, Chinese",Brigade Road,Richmond Road,Okay
4353,4353,Night Cafe,"Takeaway, Delivery",0.002875293,0.0625,0,0,"North Indian, Chinese, Fast Food","Byresandra,Tavarekere,Madiwala",BTM,Okay
4355,4355,Night Food Delivery,Delivery,0.001337345,0.092741935,1,0,"Burger, Rolls, Sandwich, North Indian",Indiranagar,Indiranagar,Okay
4356,4356,Night Food Joint,Delivery,0.019658977,0.092741935,1,0,"North Indian, Chinese",Brookefield,Marathahalli,Okay
4361,4361,Night Spoon,Delivery,0.00294216,0.072580645,0,0,"Fast Food, Street Food, North Indian, Biryani",Koramangala 5th Block,Koramangala 5th Block,Okay
4363,4363,NightOwl,"Takeaway, Delivery",0.002006018,0.072580645,0,0,North Indian,Electronic City,Electronic City,Okay
4366,4366,Nikhil's Food Court,Quick Bites,0.002607823,0.052419355,1,0,"South Indian, North Indian, Chinese, Fast Food",Brookefield,Brookefield,Okay
4369,4369,Nile Garden Restaurant,Casual Dining,0.002139753,0.092741935,1,0,"North Indian, Fast Food, Chinese, Beverages","Byresandra,Tavarekere,Madiwala",BTM,Okay
4372,4372,Nine2twelve,Quick Bites,0.002607823,0.052419355,0,0,South Indian,Kalyan Nagar,Kalyan Nagar,Okay
4374,4374,Nirala's Home Kitchen,Delivery,0.002607823,0.052419355,0,0,"Bihari, North Indian",Brookefield,Marathahalli,Okay
4382,4382,Nitehunger,"Takeaway, Delivery",0.007890338,0.092741935,1,0,"North Indian, Chinese",Brookefield,Marathahalli,Okay
4383,4383,Nithyothsav - Hotel Ramanashree,Casual Dining,0.002006018,0.193548387,0,0,"North Indian, Chinese",Brigade Road,MG Road,Okay
4385,4385,Nizam's Biryani House,Casual Dining,0.002607823,0.133064516,1,0,"Hyderabadi, Biryani",Old Airport Road,Old Airport Road,Okay
4387,4387,No 10 Fort Cochin,Casual Dining,0.002607823,0.153225806,0,0,"South Indian, Seafood, Kerala, Biryani",Brigade Road,Residency Road,Okay
4393,4393,Nonveg Dreams,Delivery,0.002607823,0.072580645,0,0,"North Indian, South Indian","Byresandra,Tavarekere,Madiwala",Koramangala 2nd Block,Okay
4405,4405,North Indian Tadka,Quick Bites,0.000334336,0.032258065,0,0,"Chinese, North Indian",Old Airport Road,Ejipura,Okay
4407,4407,North Met South,Casual Dining,0.002607823,0.153225806,0,0,"North Indian, South Indian",Bellandur,Sarjapur Road,Okay
4410,4410,North Wale Restaurant,Casual Dining,0.007622869,0.153225806,0,0,"North Indian, Chinese",Brookefield,Brookefield,Okay
4415,4415,Northway Cuisine,Quick Bites,0.002607823,0.0625,0,0,"North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,Okay
4422,4422,Nourich,Casual Dining,0.002607823,0.153225806,0,1,"Continental, Chinese, North Indian, Asian, Healthy Food, Fast Food",Bannerghatta Road,JP Nagar,Okay
4425,4425,NTR Cafe,Quick Bites,0.000200602,0.012096774,1,0,"Chinese, Fast Food",Frazer Town,Kammanahalli,Okay
4427,4427,Nukkad,Casual Dining,0.007021063,0.092741935,1,0,"North Indian, Chinese",Bellandur,Bellandur,Okay
4430,4430,Nutri Fit,"Takeaway, Delivery",0.002607823,0.052419355,0,0,Healthy Food,Bannerghatta Road,JP Nagar,Okay
4432,4432,NutriFit,Quick Bites,0.002607823,0.032258065,1,0,Healthy Food,Indiranagar,Indiranagar,Okay
4434,4434,Nutrition on Wheels,"Takeaway, Delivery",0.00147108,0.052419355,0,0,Healthy Food,"Byresandra,Tavarekere,Madiwala",BTM,Okay
4441,4441,NY Pizza And Waffles,Quick Bites,0.002607823,0.052419355,1,0,"Pizza, Fast Food",Bellandur,Sarjapur Road,Okay
4449,4449,Oasis Restaurant,Casual Dining,0.001805416,0.102822581,0,0,"North Indian, Chinese, Kebab",Electronic City,Electronic City,Okay
4461,4461,Odissi Restaurant,Casual Dining,0.004078903,0.092741935,1,0,"Oriya, Bengali","Byresandra,Tavarekere,Madiwala",BTM,Okay
4482,4482,Om Meals & Paratha Junction,Quick Bites,0.002607823,0.012096774,1,0,North Indian,New BEL Road,New BEL Road,Okay
4490,4490,Om Sri Vinayaka Chats,"Takeaway, Delivery",0.002607823,0.092741935,0,0,"Street Food, Fast Food",Banashankari,Banashankari,Okay
4497,4497,On The Go,Quick Bites,0.002607823,0.072580645,0,0,"North Indian, Mughlai, Chinese",Whitefield,Whitefield,Okay
4498,4498,On the Go Cafeteria,Quick Bites,0.002607823,0.032258065,0,0,Fast Food,Sarjapur Road,Bellandur,Okay
4499,4499,On The Nose,Cafe,0.001671682,0.112903226,1,0,"Cafe, Italian, Mexican, Chinese",Koramangala 4th Block,Koramangala 5th Block,Okay
4507,4507,One Night In Bangkok,Casual Dining,0.002607823,0.274193548,0,0,"Asian, Thai",Indiranagar,Indiranagar,Okay
4511,4511,Only Parathas,Food Court,0.001872284,0.08266129,0,0,"North Indian, Street Food, Biryani",Whitefield,Whitefield,Okay
4512,4512,Only Sharjah,Beverage Shop,0.002607823,0.032258065,1,0,Beverages,Bannerghatta Road,BTM,Okay
4513,4513,ONS Food,Quick Bites,0.002607823,0.022177419,0,0,"North Indian, Chinese",Indiranagar,Thippasandra,Okay
4518,4518,Ootada Mane,Casual Dining,0.00441324,0.112903226,1,0,"South Indian, North Indian, Chinese",Malleshwaram,Yeshwantpur,Okay
